species_name,formula,dHf_0K,dHf_298K,units,atct_id,molar_mass,molar_mass_uncertainty,cas_number,atct_seq,uncertainty_kJmol,species_type,number_of_atoms,cleaned_formula,number_of_elements,CID,Canonical_SMILES,Isomeric_SMILES,InChI,H-H_S,N-N_T,O-O_D,F-F_S,Cl-Cl_S,Br-Br_S,I-I_S,C-H_S,H-O_S,C-O_D,C-C_S,C-C_D,C-O_S,H-N_S,C-O_T,C-C_T,Cl-H_S,C-C_A,F-H_S,C-N_T,Br-H_S,N-O_D,C-N_S,C-Cl_S,O-O_S,H-I_S,N-O_S,C-F_S,H-Si_S,O-S_D,Br-C_S,Cl-O_S,C-N_D,Br-O_S,C-I_S,H-S_S,F-O_S,C-Si_S,O-S_S,F-Si_S,I-O_S,O-Si_S,Cl-F_S,N-N_D,F-N_S,C-N_A,Si-Si_S,N-O_T,Si-Si_D,S-S_D,C-S_S,O-Si_D,I-O_D,N-N_S,Cl-I_S,Br-Si_S,Cl-Si_S,C-S_D,C-O_A,B-O_S,B-Cl_S,Br-I_S,Cl-N_S,B-H_S,C-Si_T,B-F_S,Si-Si_T,B-C_S,B-N_S,I-Si_S,Cl-S_S,C-S_T,B-N_T,O-O_A,I-I_D,C-I_D,N-O_A,Br-Cl_S,S-S_S,N-N_A,H-Pt_S,O-S_A,S-S_A,N-S_S,Structure_source,SINGLE,num_bonds,TRIPLE,DOUBLE,AROMATIC
1-Ethynyl-2-propyn-1-yl,CHCCHCCH (g),577.07,575.45,kJ/mol,78596-35-7*0,63.0773,0.004,78596-35-7,0,,molecule,8,CHCCHCCH,8,18343598.0,CC#CC#[C-],CC#CC#[C-],InChI=1S/C5H3/c1-3-5-4-2/h1H3/q-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,5,7,2,0,0
1-Propanamine,CH3CH2CH2NH2 (g),-42.2,-69.95,kJ/mol,107-10-8*0,59.1103,0.0025,107-10-8,0,,molecule,13,CH3CH2CH2NH2,8,7852.0,CCCN,CCCN,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3",0,0,0,0,0,0,0,7,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,12,12,0,0,0
Sulfurous acid,"S(O)(OH)2 (g, cis)",-511.32,-521.53,kJ/mol,7782-99-2*2,82.0801,0.0061,7782-99-2,2,,molecule,6,S(O)(OH)2,4,1100.0,OS(=O)O,OS(=O)O,"InChI=1S/H2O3S/c1-4(2)3/h(H2,1,2,3)",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,5,0,1,0
Sulfo,OS(OH)O (g),-366.9,-374.7,kJ/mol,32750-86-0*0,81.0721,0.0061,32750-86-0,0,,molecule,5,OS(OH)O,5,114845.0,O=S,O=S,InChI=1S/OS/c1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,1,0,1,0
Dioxygen,"O2 (g, triplet)",0.0,0.0,kJ/mol,7782-44-7*1,31.9988,0.0006,7782-44-7,1,,molecule,2,O2,1,977.0,O=O,O=O,InChI=1S/O2/c1-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,1,0,1,0
Boric acid,"B(OH)3 (aq, 100 H2O)",,-1072.55,kJ/mol,10043-35-3*828,61.833,0.0071,10043-35-3,828,,molecule,7,B(OH)3,5,7628.0,B(O)(O)O,B(O)(O)O,InChI=1S/BH3O3/c2-1(3)4/h2-4H,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,6,6,0,0,0
Dioxodiazoxane,"ONONO (g, t, t)",93.0,88.0,kJ/mol,122413-35-8*1,76.01168,0.00091,122413-35-8,1,,molecule,5,ONONO,5,5460575.0,N(=O)ON=O,N(=O)ON=O,InChI=1S/N2O3/c3-1-5-2-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,4,0,2,0
Trioxidane,"HOOOH (g, cis)",-72.67,-81.16,kJ/mol,14699-99-1*2,50.01408,0.00091,14699-99-1,2,,molecule,5,HOOOH,5,166717.0,OOO,OOO,InChI=1S/H2O3/c1-3-2/h1-2H,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,4,0,0,0
Nitric acid,HON(O)O (aq),,-206.51,kJ/mol,7697-37-2*800,63.01288,0.00091,7697-37-2,800,,molecule,5,HON(O)O,5,944.0,[N+](=O)(O)[O-],[N+](=O)(O)[O-],"InChI=1S/HNO3/c2-1(3)4/h(H,2,3,4)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,3,4,0,1,0
Isodiazene,NNH2 (g),307.61,300.53,kJ/mol,28647-38-3*0,30.02936,0.0002,28647-38-3,0,,molecule,4,NNH2,3,5460527.0,[NH+]#N,[NH+]#N,InChI=1S/N2/c1-2/p+1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,2,1,0,0
Oxoammoniumyl,[HNO]+ (g),1092.49,1089.57,kJ/mol,63559-87-5*0,31.01353,0.00032,63559-87-5,0,,molecule,3,[HNO],3,945.0,N=O,N=O,InChI=1S/HNO/c1-2/h1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,2,0,1,0
2-Hydrotrioxy,OO(H)O (g),299.4,293.7,kJ/mol,*12500-78-6*0,49.00614,0.0009,12500-78-6,0,,molecule,4,OO(H)O,4,6857668.0,OO[O],OO[O],InChI=1S/HO3/c1-3-2/h1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,3,3,0,0,0
Peroxynitrous acid,"HOONO (g, trans, perp)",7.86,0.78,kJ/mol,14691-52-2*1,63.01288,0.00091,14691-52-2,1,,molecule,5,HOONO,5,123349.0,N(=O)OO,N(=O)OO,InChI=1S/HNO3/c2-1-4-3/h3H,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,3,4,0,1,0
Peroxynitric acid,HOON(O)O (g),-41.43,-51.75,kJ/mol,26404-66-0*0,79.0123,0.0012,26404-66-0,0,,molecule,6,HOON(O)O,6,65357.0,[N+](=O)([O-])OO,[N+](=O)([O-])OO,InChI=1S/HNO4/c2-1(3)5-4/h4H,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,5,0,1,0
Tetrafluorohydrazine,"NF2NF2 (g, trans)",-13.4,-22.9,kJ/mol,10036-47-2*1,104.00709,0.00014,10036-47-2,1,,molecule,6,NF2NF2,4,24845.0,N(N(F)F)(F)F,N(N(F)F)(F)F,InChI=1S/F4N2/c1-5(2)6(3)4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,5,5,0,0,0
Ethylidyne,CH3C (g),508.64,504.94,kJ/mol,67624-57-1*0,27.0452,0.0016,67624-57-1,0,,molecule,5,CH3C,3,123166.0,C=[CH],C=[CH],"InChI=1S/C2H3/c1-2/h1H,2H2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,3,4,0,1,0
Methylamidogen anion,[CH3NH]- (g),145.41,134.59,kJ/mol,54448-39-4*0,30.04975,0.00085,54448-39-4,0,,molecule,6,[CH3NH],4,21952893.0,C[NH-],C[NH-],"InChI=1S/CH4N/c1-2/h2H,1H3/q-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,5,5,0,0,0
Methylimidogen,CH3N (g),323.0,315.3,kJ/mol,27770-42-9*0,29.04126,0.00083,27770-42-9,0,,molecule,5,CH3N,3,123139.0,C=N,C=N,"InChI=1S/CH3N/c1-2/h2H,1H2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,3,4,0,1,0
Iminomethylium,[HCNH]+ (g),953.4,949.3,kJ/mol,196216-36-1*0,28.03277,0.00082,196216-36-1,0,,molecule,4,[HCNH],4,139984.0,C=[N],C=[N],InChI=1S/CH2N/c1-2/h1H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,3,0,1,0
Hydrogen carbonate,[HOC(O)O]- (g),-719.2,-725.6,kJ/mol,71-52-3*0,61.0174,0.0012,71-52-3,0,,molecule,5,[HOC(O)O],5,769.0,C(=O)(O)[O-],C(=O)(O)[O-],"InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-1",0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,3,4,0,1,0
Cyclopropylide,[CH(CH2CH2)]- (g),265.4,252.6,kJ/mol,1724-45-4*0,41.0723,0.0024,1724-45-4,0,,molecule,8,[CH(CH2CH2)],6,58746192.0,[CH-],[CH-],InChI=1S/CH/h1H/q-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Propylidyne,"CH3CH2C (g, doublet)",492.7,483.0,kJ/mol,85056-54-8*1,41.0718,0.0024,85056-54-8,1,,molecule,8,CH3CH2C,5,123136.0,C=C[CH2],C=C[CH2],"InChI=1S/C3H5/c1-3-2/h3H,1-2H2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,6,7,0,1,0
Cyclopropylidene,"C(CH2CH2) (g, singlet)",475.05,467.02,kJ/mol,2143-70-6*1,40.0639,0.0024,2143-70-6,1,,molecule,7,C(CH2CH2),5,5462310.0,[C],[C],InChI=1S/C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,0,0,0,0,0
Propargylium,[CH2CCH]+ (g),1193.56,1190.75,kJ/mol,21540-27-2*0,39.0554,0.0024,21540-27-2,0,,molecule,6,[CH2CCH],5,137767.0,C=C=[CH],C=C=[CH],"InChI=1S/C3H3/c1-3-2/h1H,2H2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,3,5,0,2,0
Cycloprop-1-enyl,CH2(CHC) (g),527.5,523.11,kJ/mol,19528-44-0*0,39.0559,0.0024,19528-44-0,0,,molecule,6,CH2(CHC),5,123164.0,[CH2],[CH2],InChI=1S/CH2/h1H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,2,0,0,0
Cyclopropenylidene,C(CHCH) (g),497.07,496.1,kJ/mol,16165-40-5*0,38.048,0.0024,16165-40-5,0,,molecule,5,C(CHCH),5,123173.0,C1C=C1,C1C=C1,"InChI=1S/C3H4/c1-2-3-1/h1-2H,3H2",0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,6,7,0,1,0
Propargylenide,"[HCCCH]- (g, cisoid 2A)",437.0,439.5,kJ/mol,82906-05-6*2,38.0485,0.0024,82906-05-6,2,,molecule,5,[HCCCH],6,18366129.0,C1C#C1,C1C#C1,InChI=1S/C3H2/c1-2-3-1/h1H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,5,1,0,0
2-Propyn-1-ylium-1-ylidene,[CCCH]+ (g),1598.47,1602.85,kJ/mol,75104-46-0*0,37.0395,0.0024,75104-46-0,0,,molecule,4,[CCCH],4,85746536.0,C1=C=[C-]1,C1=C=[C-]1,InChI=1S/C3H/c1-2-3-1/h1H/q-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,4,0,2,0
sec-Butyl,CH3CH2CHCH3 (g),91.34,66.58,kJ/mol,2348-55-2*0,57.1143,0.0033,2348-55-2,0,,molecule,13,CH3CH2CHCH3,8,4610720.0,CCC[CH2-],CCC[CH2-],"InChI=1S/C4H9/c1-3-4-2/h1,3-4H2,2H3/q-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,12,12,0,0,0
iso-Butyl,(CH3)2CHCH2 (g),97.33,73.34,kJ/mol,4630-45-9*0,57.1143,0.0033,4630-45-9,0,,molecule,13,(CH3)2CHCH2,6,138305.0,CC(C)[CH2],CC(C)[CH2],"InChI=1S/C4H9/c1-4(2)3/h4H,1H2,2-3H3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,12,12,0,0,0
1-Methylene-2-propenyl,CH2CHCCH2 (g),327.19,317.18,kJ/mol,1204515-52-5*0,53.0825,0.0032,1204515-52-5,0,,molecule,9,CH2CHCCH2,7,20517157.0,C1C[C+]=C1,C1C[C+]=C1,"InChI=1S/C4H5/c1-2-4-3-1/h1H,2,4H2/q+1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,8,9,0,1,0
n-Heptane,CH3(CH2)5CH3 (g),-145.4,-187.27,kJ/mol,142-82-5*0,100.2019,0.0057,142-82-5,0,,molecule,23,CH3(CH2)5CH3,6,8900.0,CCCCCCC,CCCCCCC,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0,0,0,0,0,0,0,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,22,22,0,0,0
Oxoethanide,[CH3CO]- (g),-44.0,-49.5,kJ/mol,78944-68-0*0,43.0452,0.0016,78944-68-0,0,,molecule,6,[CH3CO],4,643972.0,C[C-]=O,C[C-]=O,InChI=1S/C2H3O/c1-2-3/h1H3/q-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,5,0,1,0
Difluoride,[F2]- (g),-290.5,-289.6,kJ/mol,12184-85-9*0,37.997355,1e-06,12184-85-9,0,,molecule,2,[F2],1,24524.0,FF,FF,InChI=1S/F2/c1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
2-Hydroperoxyethyl,"CH2CH2OOH (g, gauche-syn)",64.7,50.4,kJ/mol,126898-97-3*32,61.0599,0.0017,126898-97-3,32,,molecule,9,CH2CH2OOH,7,166451895.0,C.C(=O)[O-],C.C(=O)[O-],"InChI=1S/CH2O2.CH4/c2-1-3;/h1H,(H,2,3);1H4/p-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,6,7,0,1,0
Methoxyoxomethyl,"CH3OCO (g, anti-staggered)",-152.8,-160.9,kJ/mol,16481-04-2*1,59.044,0.0017,16481-04-2,1,,molecule,7,CH3OCO,5,175.0,CC(=O)[O-],CC(=O)[O-],"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,5,6,0,1,0
Fluoronium,"[HFH]+ (g, singlet)",774.04,771.11,kJ/mol,12206-67-6*2,21.01373,0.00014,12206-67-6,2,,molecule,3,[HFH],3,169426871.0,[H+].F,[H+].F,InChI=1S/FH/h1H/p+1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,1,1,0,0,0
Water dimer,(H2O)2 (g),-491.029,-499.069,kJ/mol,25655-83-8*0,36.03056,0.00066,25655-83-8,0,,molecule,6,(H2O)2,2,447138.0,O.O,O.O,InChI=1S/2H2O/h2*1H2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,4,4,0,0,0
Hydroxyformyl,"HOCO (g, cis)",-174.33,-177.36,kJ/mol,2564-86-5*2,45.0174,0.001,2564-86-5,2,,molecule,4,HOCO,4,5460610.0,[C](=O)O,[C](=O)O,"InChI=1S/CHO2/c2-1-3/h(H,2,3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,3,0,1,0
Hydroxyformyl anion,"[HOCO]- (g, cis)",-319.53,-322.11,kJ/mol,78944-70-4*2,45.018,0.001,78944-70-4,2,,molecule,4,[HOCO],4,283.0,C(=O)[O-],C(=O)[O-],"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)/p-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,2,3,0,1,0
Ethyl formate,"HC(O)OCH2CH3 (g, syn)",-375.0,-393.7,kJ/mol,109-94-4*1,74.0785,0.0025,109-94-4,1,,molecule,11,HC(O)OCH2CH3,8,8025.0,CCOC=O,CCOC=O,"InChI=1S/C3H6O2/c1-2-5-3-4/h3H,2H2,1H3",0,0,0,0,0,0,0,6,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,9,10,0,1,0
Propionic acid,"CH3CH2C(O)OH (g, syn)",-435.78,-453.67,kJ/mol,79-09-4*1,74.0785,0.0025,79-09-4,1,,molecule,11,CH3CH2C(O)OH,8,1032.0,CCC(=O)O,CCC(=O)O,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",0,0,0,0,0,0,0,5,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PubChem,9,10,0,1,0
